ISO3,t,x,y,z,dx,dy,dz
GTM,1963,0.46773903450785065,0.022402575364868872,2.4539257809694934,-0.0007566386135882119,4.9124611712282606e-5,-0.00030480903412133387
GTM,1964,0.46698239589426244,0.022451699976581155,2.453620971935372,-0.0009909491398548687,7.388816687461941e-5,-0.0018688490255893697
GTM,1965,0.46599144675440757,0.022525588143455774,2.4517521229097827,-0.0008988541230136038,8.481543729828636e-5,0.006550016976205164
GTM,1966,0.46509259263139396,0.02261040358075406,2.458302139885988,-0.0009658044400265298,9.613850577981989e-5,0.006982807130766933
GTM,1967,0.46412678819136743,0.02270654208653388,2.465284947016755,-0.0011517349372300312,3.159809713493625e-5,0.03256608161581731
GTM,1968,0.4629750532541374,0.022738140183668817,2.497851028632572,-0.0010740391612361622,6.293137689780681e-8,0.015769683204842178
GTM,1969,0.46190101409290124,0.022738203115045715,2.5136207118374143,-0.0007896724726277338,-6.893079784223849e-5,0.03389655016817539
GTM,1970,0.4611113416202735,0.022669272317203476,2.5475172620055897,-0.0006725131707172594,4.360974092922423e-5,0.0068186993752732405
GTM,1971,0.46043882844955625,0.0227128820581327,2.554335961380863,-0.00022460359243436923,0.00020073787699832063,0.01358720539312408
GTM,1972,0.4602142248571219,0.02291361993513102,2.567923166773987,-0.0002431381890445894,0.00031884332301444426,0.07608472754951823
GTM,1973,0.4599710866680773,0.023232463258145465,2.6440078943235052,0.00012455309850845087,0.0003485325791579043,0.07909717125299576
GTM,1974,0.46009563976658574,0.02358099583730337,2.723105065576501,-0.0013179965556053275,0.0005313779705447136,0.05132912719591154
GTM,1975,0.4587776432109804,0.024112373807848083,2.7744341927724125,-0.0010454241319233226,0.0005412115290919506,0.06883884118750228
GTM,1976,0.4577322190790571,0.024653585336940034,2.843273033959915,-0.001067155556133903,0.00047976527723903387,0.08926439651339901
GTM,1977,0.4566650635229232,0.025133350614179067,2.932537430473314,-0.0007422877852573118,0.0006418148324326585,0.033688817842228325
GTM,1978,0.4559227757376659,0.025775165446611726,2.966226248315542,-0.0005234942047753766,0.0006489131969956013,0.04491359266662398
GTM,1979,0.4553992815328905,0.026424078643607327,3.011139840982166,-0.0002639675548766207,0.0005405160324345702,0.04645228890001718
GTM,1980,0.4551353139780139,0.026964594676041898,3.0575921298821833,0.0002518988776495923,0.0003773877500563953,0.02751869709995569
